Excel sheet parsed
Columns: ID, first_treat_time, LOGEmployeeNumber, LOGAge, LOGListAge, LOGWordFre, LOGSentenceFre, IndustryConcentration_Income_10, HHI_MianIncome, PropertyRightRatio, EnterpriseValueMultiple, RDExpenseRatio, IndustryConcentration_MainIncome_10, FirmLernerIndex, MainBusinessRatio, IndustryNetProfitGrowthRatio, IndustryLernerIndex, IndustrySustainableGrowthRatio1, IndustryFixedAssetGrowthRatio, IndustryAssetGrowthRatio, IndustryOwnerEquityGrowthRatio, IndustryIncomeGrowthRatio1, IndustryCapitalValue, TobinQ4, ROS_NetProfit, ROS_Profit, ROS_TotalProfit, NetProfitMargin1, NetProfitMargin2, ROA, ROE, ROI, CapitalReturnRatio, OperatingCostRatio, AdmExpenseRatio, SaleCostRatio2, FinancialExpenseRatio, CostIncomeRatio, SaleExpenseRatio, OperatingCapitalTurnover, AccountsReceivableTurnover2, AccountsPayableTurnover2, TotalAssetTurnover2, EquityTurnover, CurrentAssetTurnover1, NoncurrentAssetTurnover, Treatment, Industry, IndustryCode, InitiativeFre, InitiativePhysicalScope, InitiativePhysicalType, VendorRanking, VendorRankingScore, treatment_effect
row_1: ID=2; first_treat_time=46; LOGEmployeeNumber=0.9329728958633936; LOGAge=0.1877815430922829; LOGListAge=0.2350108958886334; LOGWordFre=-0.006800756976066857; LOGSentenceFre=0.01029257334922251; IndustryConcentration_Income_10=0.08559930357361956; HHI_MianIncome=0.03199997492163011; PropertyRightRatio=-33.1963597178684; EnterpriseValueMultiple=102.4389935531249; RDExpenseRatio=0.002864272423197493; IndustryConcentration_MainIncome_10=0.1301879246896623; FirmLernerIndex=-0.1122476300940438; MainBusinessRatio=-0.3708349529780719; IndustryNetProfitGrowthRatio=-1.015521912225706; IndustryLernerIndex=-0.09553186206896541; IndustrySustainableGrowthRatio1=-0.08206150180360017; IndustryFixedAssetGrowthRatio=-0.4566144377782176; IndustryAssetGrowthRatio=-0.207868887726755; IndustryOwnerEquityGrowthRatio=-0.1659339140227102; IndustryIncomeGrowthRatio1=-0.3297763385579936; IndustryCapitalValue=-0.1470415503863458; TobinQ4=-0.09552452037617509; ROS_NetProfit=-7.405777272727273; ROS_Profit=-8.79579482758621; ROS_TotalProfit=-8.9654802507837; NetProfitMargin1=-6.436849529780564; NetProfitMargin2=-7.405777272727273; ROA=-0.5831960815047021; ROE=-2.218359749216299; ROI=-2.18843619122257; CapitalReturnRatio=-3.389579294670845; OperatingCostRatio=12.01303652037619; AdmExpenseRatio=-1.393012068965517; SaleCostRatio2=12.01303652037619; FinancialExpenseRatio=0.2580684952978054; CostIncomeRatio=6.714231034482765; SaleExpenseRatio=-1.123109090909091; OperatingCapitalTurnover=0.2739347492163011; AccountsReceivableTurnover2=-0.1104971786833921; AccountsPayableTurnover2=-0.05983840125391843; TotalAssetTurnover2=-0.007015360501567397; EquityTurnover=0.17043526645768; CurrentAssetTurnover1=0.01793213166144197; NoncurrentAssetTurnover=-0.9481657366771155; Treatment=1; Industry=K; IndustryCode=K70; InitiativeFre=1; InitiativePhysicalScope=3; InitiativePhysicalType=1; VendorRanking=0; VendorRankingScore=0; treatment_effect=-0.1134579080242366
row_2: ID=34; first_treat_time=48; LOGEmployeeNumber=0.9761219756597095; LOGAge=0.1727607202206567; LOGListAge=0.2626550141447814; LOGWordFre=2.642164922131584; LOGSentenceFre=2.461324246860346; IndustryConcentration_Income_10=-0.1217053125273652; HHI_MianIncome=0.01821156129032253; PropertyRightRatio=72.78295822580645; EnterpriseValueMultiple=-593.2912816476643; RDExpenseRatio=0.002537270917741936; IndustryConcentration_MainIncome_10=-0.05072790485757839; FirmLernerIndex=0.0140698; MainBusinessRatio=5.02213854838709; IndustryNetProfitGrowthRatio=0.2069392451612903; IndustryLernerIndex=-0.03811661290322581; IndustrySustainableGrowthRatio1=0.00851764136085692; IndustryFixedAssetGrowthRatio=0.519807446733634; IndustryAssetGrowthRatio=-0.07953007048104475; IndustryOwnerEquityGrowthRatio=-0.06636805372379309; IndustryIncomeGrowthRatio1=0.04969688839148573; IndustryCapitalValue=-0.05766689243347023; TobinQ4=-2.925197935483871; ROS_NetProfit=-2.014942258064516; ROS_Profit=-1.071295483870967; ROS_TotalProfit=-2.335833870967741; NetProfitMargin1=-2.733904193548387; NetProfitMargin2=-2.014942258064516; ROA=-0.3914146774193545; ROE=-0.202107903225806; ROI=-3.548585645161286; CapitalReturnRatio=-3.696957419354838; OperatingCostRatio=4.710721072580654; AdmExpenseRatio=-3.29708064516129; SaleCostRatio2=4.703760322580649; FinancialExpenseRatio=-0.03535225806451625; CostIncomeRatio=-1.760333225806477; SaleExpenseRatio=-2.300551774193548; OperatingCapitalTurnover=5.505010161290311; AccountsReceivableTurnover2=-0.6962303225806448; AccountsPayableTurnover2=1.361332903225807; TotalAssetTurnover2=0.04018387096774195; EquityTurnover=0.739210919354838; CurrentAssetTurnover1=0.288141129032258; NoncurrentAssetTurnover=1.024371249999998; Treatment=1; Industry=S; IndustryCode=S91; InitiativeFre=2; InitiativePhysicalScope=3; InitiativePhysicalType=1; VendorRanking=1; VendorRankingScore=2; treatment_effect=3.245271007406273
row_3: ID=78; first_treat_time=55; LOGEmployeeNumber=0.2606374428003964; LOGAge=0.2371001212481705; LOGListAge=0.3036437666694911; LOGWordFre=1.342980625175776; LOGSentenceFre=1.326511934910473; IndustryConcentration_Income_10=0.0094963421052634; HHI_MianIncome=0.02287491295546559; PropertyRightRatio=164.8479736842106; EnterpriseValueMultiple=14.65829023197821; RDExpenseRatio=0.001337278200404858; IndustryConcentration_MainIncome_10=0.07822278340080968; FirmLernerIndex=-0.02297179757085022; MainBusinessRatio=4.016178137651863; IndustryNetProfitGrowthRatio=-0.9047677388663966; IndustryLernerIndex=-0.01374145748987854; IndustrySustainableGrowthRatio1=-0.04117243927125507; IndustryFixedAssetGrowthRatio=1.17079279757085; IndustryAssetGrowthRatio=-0.1562597327935222; IndustryOwnerEquityGrowthRatio=-0.1454919210526316; IndustryIncomeGrowthRatio1=-0.07233218623481796; IndustryCapitalValue=-0.1206997105263155; TobinQ4=-0.3750642510121458; ROS_NetProfit=-6.480367004048582; ROS_Profit=-6.532246558704454; ROS_TotalProfit=-6.87755910931174; NetProfitMargin1=-2.410216801619434; NetProfitMargin2=-6.480367004048582; ROA=-0.9957297773279352; ROE=-3.496934655870444; ROI=-3.526377732793522; CapitalReturnRatio=-5.930656194331983; OperatingCostRatio=4.38047449392711; AdmExpenseRatio=-0.3413914979757084; SaleCostRatio2=4.38047449392711; FinancialExpenseRatio=0.1384925101214574; CostIncomeRatio=2.428537449392692; SaleExpenseRatio=-1.085960323886639; OperatingCapitalTurnover=1.438500809716592; AccountsReceivableTurnover2=-0.1368054655870444; AccountsPayableTurnover2=0.04952469635627532; TotalAssetTurnover2=-0.01458461538461536; EquityTurnover=0.3373959817813748; CurrentAssetTurnover1=0.002362550607287406; NoncurrentAssetTurnover=0.541341042510119; Treatment=1; Industry=F; IndustryCode=F52; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=1; VendorRanking=0; VendorRankingScore=0; treatment_effect=2.463539196580115
row_4: ID=100; first_treat_time=52; LOGEmployeeNumber=0.03959011815802249; LOGAge=0.2944311997176534; LOGListAge=0.432518680784709; LOGWordFre=-0.9927937143921515; LOGSentenceFre=-0.9958329958837351; IndustryConcentration_Income_10=-0.05999520510018441; HHI_MianIncome=0.006565549999999989; PropertyRightRatio=-50.74091589285712; EnterpriseValueMultiple=31.65946992052503; RDExpenseRatio=0.04910803095437493; IndustryConcentration_MainIncome_10=-0.05218206608539039; FirmLernerIndex=0.06475969285714286; MainBusinessRatio=35.37508732142857; IndustryNetProfitGrowthRatio=-3.671007292857142; IndustryLernerIndex=0.0464152857142857; IndustrySustainableGrowthRatio1=-0.02078374076157766; IndustryFixedAssetGrowthRatio=-0.1576187990779658; IndustryAssetGrowthRatio=-0.1470892853714884; IndustryOwnerEquityGrowthRatio=-0.1747277731753629; IndustryIncomeGrowthRatio1=-0.2764188510996481; IndustryCapitalValue=-0.1650187451843492; TobinQ4=-0.04963046964285722; ROS_NetProfit=-0.7958189285714297; ROS_Profit=0.3743592857142852; ROS_TotalProfit=-1.172991964285714; NetProfitMargin1=0.3568282142857138; NetProfitMargin2=-0.7958189285714297; ROA=-0.2036303571428571; ROE=-0.914032142857143; ROI=-0.8603258928571424; CapitalReturnRatio=-1.779370535714285; OperatingCostRatio=2.560876071428581; AdmExpenseRatio=-3.108372321428572; SaleCostRatio2=2.560876071428581; FinancialExpenseRatio=1.221830714285714; CostIncomeRatio=-0.7009410714285593; SaleExpenseRatio=-6.513703571428572; OperatingCapitalTurnover=15.22077910714286; AccountsReceivableTurnover2=0.1620700000000004; AccountsPayableTurnover2=-0.04488749999999975; TotalAssetTurnover2=-0.07904803571428569; EquityTurnover=-0.1634069196428558; CurrentAssetTurnover1=0.2083358928571428; NoncurrentAssetTurnover=-0.6976871428571427; Treatment=1; Industry=C; IndustryCode=C39; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=0; VendorRanking=0; VendorRankingScore=0; treatment_effect=1.809619712336735
row_5: ID=166; first_treat_time=52; LOGEmployeeNumber=0.8765435068151852; LOGAge=0.2850635329875919; LOGListAge=1.430569043728858; LOGWordFre=1.008490580684259; LOGSentenceFre=1.026534455127284; IndustryConcentration_Income_10=-0.09958335714285704; HHI_MianIncome=0.1169404214285715; PropertyRightRatio=48.04449535714281; EnterpriseValueMultiple=-9.43857431428571; RDExpenseRatio=-0.0005948146285714286; IndustryConcentration_MainIncome_10=0; FirmLernerIndex=0.1260524571428572; MainBusinessRatio=1.26172071428573; IndustryNetProfitGrowthRatio=-5.834659442857142; IndustryLernerIndex=0.3150619000000002; IndustrySustainableGrowthRatio1=0.005935857142857145; IndustryFixedAssetGrowthRatio=-1.380026042857143; IndustryAssetGrowthRatio=-0.07524718571428568; IndustryOwnerEquityGrowthRatio=-0.0812751214285714; IndustryIncomeGrowthRatio1=-0.1609378142857143; IndustryCapitalValue=-0.06036837857142863; TobinQ4=-0.353628523214286; ROS_NetProfit=-7.59574826785714; ROS_Profit=-5.958044196428567; ROS_TotalProfit=-10.33742853571427; NetProfitMargin1=-5.081356071428552; NetProfitMargin2=-7.59574826785714; ROA=-0.4679097142857143; ROE=-1.25940025; ROI=-8.881784197001252e-16; CapitalReturnRatio=8.881784197001252e-16; OperatingCostRatio=0; AdmExpenseRatio=0; SaleCostRatio2=15.61218875000001; FinancialExpenseRatio=2.220446049250313e-16; CostIncomeRatio=1.4210854715202e-14; SaleExpenseRatio=1.110223024625157e-16; OperatingCapitalTurnover=0; AccountsReceivableTurnover2=0.1512857142857147; AccountsPayableTurnover2=0; TotalAssetTurnover2=-0.008554285714285716; EquityTurnover=-0.06430250000000001; CurrentAssetTurnover1=0; NoncurrentAssetTurnover=0; Treatment=1; Industry=J; IndustryCode=J67; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=0; VendorRanking=1; VendorRankingScore=3; treatment_effect=-5.340719916897202
row_6: ID=425; first_treat_time=57; LOGEmployeeNumber=0.6204344653786951; LOGAge=0.2448740287418718; LOGListAge=0.2760623762042034; LOGWordFre=0.9189478704168366; LOGSentenceFre=0.8047357423679542; IndustryConcentration_Income_10=-0.1202976272727272; HHI_MianIncome=-0.02070005454545454; PropertyRightRatio=56.76793886363635; EnterpriseValueMultiple=-39.65111474772727; RDExpenseRatio=0.03510480804999994; IndustryConcentration_MainIncome_10=-0.1430645272727273; FirmLernerIndex=0.03845855454545453; MainBusinessRatio=15.36079704545453; IndustryNetProfitGrowthRatio=0.5902414727272727; IndustryLernerIndex=0.06857956363636368; IndustrySustainableGrowthRatio1=0.02573980909090909; IndustryFixedAssetGrowthRatio=0.1599832; IndustryAssetGrowthRatio=-0.08170981818181816; IndustryOwnerEquityGrowthRatio=-0.06413540000000001; IndustryIncomeGrowthRatio1=-0.1312182454545454; IndustryCapitalValue=-0.06413540000000006; TobinQ4=0.01069961363636374; ROS_NetProfit=1.113623863636364; ROS_Profit=1.536573863636364; ROS_TotalProfit=1.082081363636363; NetProfitMargin1=1.948132727272728; NetProfitMargin2=1.113623863636364; ROA=0.013166590909091; ROE=0.4556009090909088; ROI=0.656222727272727; CapitalReturnRatio=0.8651709090909092; OperatingCostRatio=-2.662804318181827; AdmExpenseRatio=-2.498061363636364; SaleCostRatio2=-2.662804318181827; FinancialExpenseRatio=-0.8777043181818182; CostIncomeRatio=-2.345014545454546; SaleExpenseRatio=1.141249318181817; OperatingCapitalTurnover=0.6284504545454548; AccountsReceivableTurnover2=0.06663772727272732; AccountsPayableTurnover2=-0.08520204545454535; TotalAssetTurnover2=-0.0166331818181818; EquityTurnover=0.1358706818181816; CurrentAssetTurnover1=-0.03350249999999999; NoncurrentAssetTurnover=-0.4852290909090913; Treatment=1; Industry=C; IndustryCode=C35; InitiativeFre=1; InitiativePhysicalScope=3; InitiativePhysicalType=1; VendorRanking=1; VendorRankingScore=2; treatment_effect=0.8000074950205033
row_7: ID=555; first_treat_time=56; LOGEmployeeNumber=1.378786690245322; LOGAge=0.2560835436748827; LOGListAge=0.2560835436748827; LOGWordFre=0.8153194926873804; LOGSentenceFre=0.8471650750474096; IndustryConcentration_Income_10=-0.1213089549713475; HHI_MianIncome=-0.01264382051282051; PropertyRightRatio=-13.16551346153847; EnterpriseValueMultiple=48.67840780345006; RDExpenseRatio=0.0504699308368589; IndustryConcentration_MainIncome_10=-0.1134567902079595; FirmLernerIndex=0.01357594871794873; MainBusinessRatio=-10.56243076923077; IndustryNetProfitGrowthRatio=-1.572754307692308; IndustryLernerIndex=0.03842971794871797; IndustrySustainableGrowthRatio1=-0.2299051559822594; IndustryFixedAssetGrowthRatio=-0.7999115736960628; IndustryAssetGrowthRatio=-0.2049489279938146; IndustryOwnerEquityGrowthRatio=-0.221412371036991; IndustryIncomeGrowthRatio1=-0.2607468302919949; IndustryCapitalValue=-0.2167879607805809; TobinQ4=-2.103090384615385; ROS_NetProfit=1.982096794871794; ROS_Profit=1.605674102564102; ROS_TotalProfit=1.562985769230766; NetProfitMargin1=0.7808092307692301; NetProfitMargin2=1.982096794871794; ROA=-0.2975329166666665; ROE=-2.58862358974359; ROI=-3.763928397435898; CapitalReturnRatio=-4.517754679487179; OperatingCostRatio=0.4083374358974226; AdmExpenseRatio=-5.289703974358972; SaleCostRatio2=0.429755128205116; FinancialExpenseRatio=-1.547071025641025; CostIncomeRatio=-0.9903164102563835; SaleExpenseRatio=-0.4034185897435885; OperatingCapitalTurnover=-2.674481666666667; AccountsReceivableTurnover2=0.4001339743589746; AccountsPayableTurnover2=-0.3034615384615382; TotalAssetTurnover2=-0.03695833333333323; EquityTurnover=-0.3903106410256405; CurrentAssetTurnover1=-0.1628596153846155; NoncurrentAssetTurnover=-0.1500537179487171; Treatment=1; Industry=I; IndustryCode=I65; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=1; VendorRanking=0; VendorRankingScore=1; treatment_effect=8.644560741735985
row_8: ID=651; first_treat_time=53; LOGEmployeeNumber=-0.05871964605907287; LOGAge=0.2154417534707829; LOGListAge=0.2801819940374699; LOGWordFre=1.010487466990354; LOGSentenceFre=0.9433596494563288; IndustryConcentration_Income_10=-0.07127152481398985; HHI_MianIncome=-0.02541045555555554; PropertyRightRatio=-12.6680911111111; EnterpriseValueMultiple=-1.659847404604001; RDExpenseRatio=0.0367361854905555; IndustryConcentration_MainIncome_10=-0.0435425946182002; FirmLernerIndex=0.0507277555555555; MainBusinessRatio=3.326606666666692; IndustryNetProfitGrowthRatio=0.329962011111111; IndustryLernerIndex=0.03092175555555557; IndustrySustainableGrowthRatio1=0.01679301390900573; IndustryFixedAssetGrowthRatio=0.08546379032575835; IndustryAssetGrowthRatio=0.009091742057167451; IndustryOwnerEquityGrowthRatio=-0.02674536109389702; IndustryIncomeGrowthRatio1=0.1468292342928099; IndustryCapitalValue=-0.002490819515131637; TobinQ4=-0.2925159499999999; ROS_NetProfit=2.112949444444444; ROS_Profit=2.739528333333331; ROS_TotalProfit=2.163948888888887; NetProfitMargin1=1.137839999999999; NetProfitMargin2=2.112949444444444; ROA=-0.3126527777777777; ROE=-0.0545571111111105; ROI=-3.922164999999982; CapitalReturnRatio=-5.222968333333332; OperatingCostRatio=3.397269444444447; AdmExpenseRatio=-0.6307738888888883; SaleCostRatio2=3.397269444444447; FinancialExpenseRatio=-0.6135551944444444; CostIncomeRatio=-0.9637438888888568; SaleExpenseRatio=-6.467936111111111; OperatingCapitalTurnover=-2.666810555555555; AccountsReceivableTurnover2=-4.777826666666666; AccountsPayableTurnover2=0.1241255555555555; TotalAssetTurnover2=-0.06122888888888892; EquityTurnover=-0.5510968055555552; CurrentAssetTurnover1=-0.1024944444444444; NoncurrentAssetTurnover=-1.062342638888888; Treatment=1; Industry=C; IndustryCode=C38; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=0; VendorRanking=1; VendorRankingScore=3; treatment_effect=2.27815752495838
row_9: ID=666; first_treat_time=55; LOGEmployeeNumber=-1.77635683940025e-15; LOGAge=0.2557862107076629; LOGListAge=0.2668092856343831; LOGWordFre=0.7013930246225408; LOGSentenceFre=0.6223883116977147; IndustryConcentration_Income_10=0.05870429678193267; HHI_MianIncome=0.496076862348178; PropertyRightRatio=0; EnterpriseValueMultiple=44.12915142126991; RDExpenseRatio=1.040834085586084e-17; IndustryConcentration_MainIncome_10=-0.01286892880007962; FirmLernerIndex=-0.03387126315789478; MainBusinessRatio=0; IndustryNetProfitGrowthRatio=0.5997697165991903; IndustryLernerIndex=0.6307757085020242; IndustrySustainableGrowthRatio1=-0.008979858590802497; IndustryFixedAssetGrowthRatio=-0.1939666778951059; IndustryAssetGrowthRatio=-0.1476258949265221; IndustryOwnerEquityGrowthRatio=-0.07607740962597717; IndustryIncomeGrowthRatio1=-0.3266322278813173; IndustryCapitalValue=-0.07607740962597687; TobinQ4=-0.0439416578947367; ROS_NetProfit=7.105427357601002e-15; ROS_Profit=1.4210854715202e-14; ROS_TotalProfit=-2.131628207280301e-14; NetProfitMargin1=-3.552713678800501e-15; NetProfitMargin2=7.105427357601002e-15; ROA=1.332267629550188e-15; ROE=1.77635683940025e-15; ROI=-2.664535259100376e-15; CapitalReturnRatio=2.664535259100376e-15; OperatingCostRatio=-4.263256414560601e-14; AdmExpenseRatio=-3.552713678800501e-15; SaleCostRatio2=0; FinancialExpenseRatio=0; CostIncomeRatio=2.842170943040401e-14; SaleExpenseRatio=-1.77635683940025e-15; OperatingCapitalTurnover=0; AccountsReceivableTurnover2=0; AccountsPayableTurnover2=0; TotalAssetTurnover2=1.387778780781446e-17; EquityTurnover=-5.551115123125783e-17; CurrentAssetTurnover1=3.33066907387547e-16; NoncurrentAssetTurnover=0; Treatment=1; Industry=J; IndustryCode=J67; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=0; VendorRanking=1; VendorRankingScore=3; treatment_effect=3.271070172259764
row_10: ID=708; first_treat_time=53; LOGEmployeeNumber=1.580794947717997; LOGAge=0.2481647463851653; LOGListAge=0.2928054960637518; LOGWordFre=1.948334985429643; LOGSentenceFre=1.906694178205472; IndustryConcentration_Income_10=-0.05370196873911592; HHI_MianIncome=-0.02468088888888887; PropertyRightRatio=97.27884500000003; EnterpriseValueMultiple=-5.536361220061803; RDExpenseRatio=0.03634773062083334; IndustryConcentration_MainIncome_10=-0.0704110202724807; FirmLernerIndex=0.04319977777777781; MainBusinessRatio=2.3725261111111; IndustryNetProfitGrowthRatio=2.02815728888889; IndustryLernerIndex=-0.004696777777777786; IndustrySustainableGrowthRatio1=0.007482995084135111; IndustryFixedAssetGrowthRatio=-0.009147327007859522; IndustryAssetGrowthRatio=0.01132241117030561; IndustryOwnerEquityGrowthRatio=-0.05911026486123375; IndustryIncomeGrowthRatio1=-0.08545686666666658; IndustryCapitalValue=-0.05344526486123402; TobinQ4=0.286791261111111; ROS_NetProfit=1.801536666666665; ROS_Profit=2.054796666666667; ROS_TotalProfit=1.931285000000002; NetProfitMargin1=2.032756666666668; NetProfitMargin2=1.801536666666665; ROA=0.04508777777777717; ROE=1.648526888888889; ROI=2.421470444444441; CapitalReturnRatio=3.099157222222221; OperatingCostRatio=-2.042801111111103; AdmExpenseRatio=-1.839063333333333; SaleCostRatio2=-2.042801111111103; FinancialExpenseRatio=0.4368199999999999; CostIncomeRatio=-1.839642222222224; SaleExpenseRatio=-0.84531; OperatingCapitalTurnover=10.029915; AccountsReceivableTurnover2=0.3737955555555565; AccountsPayableTurnover2=-0.445292222222222; TotalAssetTurnover2=-0.082886111111111; EquityTurnover=0.4165750000000001; CurrentAssetTurnover1=-0.08678111111111098; NoncurrentAssetTurnover=-0.4994394444444443; Treatment=1; Industry=C; IndustryCode=C31; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=0; VendorRanking=1; VendorRankingScore=3; treatment_effect=3.678055394381361
row_11: ID=776; first_treat_time=47; LOGEmployeeNumber=0.2531978748120665; LOGAge=0.2524885411136242; LOGListAge=0.2988916514720406; LOGWordFre=0.2389949592994238; LOGSentenceFre=0.3079944303125064; IndustryConcentration_Income_10=-0.2027375428571428; HHI_MianIncome=-0.3208435809523806; PropertyRightRatio=62.02575047619047; EnterpriseValueMultiple=-13.30177913333336; RDExpenseRatio=0; IndustryConcentration_MainIncome_10=0; FirmLernerIndex=5.551115123125783e-17; MainBusinessRatio=0.7578433333333123; IndustryNetProfitGrowthRatio=-6.741814342857141; IndustryLernerIndex=-0.02912973333333302; IndustrySustainableGrowthRatio1=-0.003550819047619037; IndustryFixedAssetGrowthRatio=-0.0225478095238095; IndustryAssetGrowthRatio=-0.2297144761904762; IndustryOwnerEquityGrowthRatio=-0.1428436952380953; IndustryIncomeGrowthRatio1=-0.07072601904761905; IndustryCapitalValue=-0.1184524952380954; TobinQ4=-0.2221312428571425; ROS_NetProfit=0.7922413809523867; ROS_Profit=-0.2028904761904755; ROS_TotalProfit=-0.07826895238095233; NetProfitMargin1=0.1078461904761951; NetProfitMargin2=0.7922413809523867; ROA=-0.2164314285714284; ROE=-0.5855778095238091; ROI=4.440892098500626e-16; CapitalReturnRatio=1.332267629550188e-15; OperatingCostRatio=-4.263256414560601e-14; AdmExpenseRatio=0; SaleCostRatio2=4.580190476190481; FinancialExpenseRatio=0; CostIncomeRatio=0; SaleExpenseRatio=2.775557561562891e-17; OperatingCapitalTurnover=0; AccountsReceivableTurnover2=0; AccountsPayableTurnover2=8.881784197001252e-16; TotalAssetTurnover2=-0.001222380952380954; EquityTurnover=-0.02030714285714283; CurrentAssetTurnover1=0; NoncurrentAssetTurnover=5.551115123125783e-17; Treatment=1; Industry=J; IndustryCode=J67; InitiativeFre=1; InitiativePhysicalScope=1; InitiativePhysicalType=1; VendorRanking=0; VendorRankingScore=0; treatment_effect=3.669081395195028
